"";"Met";"Gene";"Ev";"NrComponents";"Pv_wilcox";"Pv_adj";"Pathway";"Reference";"logFC";"P.Value";"adj.P.Val";"p_value_COX";"coef_COX";"oneTail"
"2793";"cg08331313";"SPARC";"SPARC_15_AF";2;0,000421704100172931;0,00604557763280702;NA;NA;2,65396632552402;2,31877978703088e-24;1,63079432315758e-22;0,353665116751729;0,130133917992776;0,176832558375864
"2794";"cg08350797";"DUSP7";"DUSP7_1_AL";2;0,0562406248206354;0,220313175385469;NA;NA;0,838362174064753;3,56570969755078e-09;3,47862067062172e-08;0,467186873886083;0,10762605294625;0,233593436943042
"2795";"cg08367318";"VARS";"VARS_1_AF";2;0,12124034055183;0,351075092094621;NA;NA;0,596927000629341;1,91645454335957e-10;2,24770459846205e-09;0,771113352260566;-0,0415661943970887;0,614443323869717
"2796";"cg08380311";"NFIC";"NFIC_6_AF";2;0,00388623522760552;0,0348473981447789;NA;NA;-0,603769816134605;6,66251387428241e-05;0,000307454553530938;0,413854310931542;0,116667096070926;0,206927155465771
"2797";"cg08380311";"NFIC";"NFIC_16_AF";2;0,603861642851756;0,809293305344623;NA;NA;-0,603769816134605;6,66251387428241e-05;0,000307454553530938;0,413854310931542;0,116667096070926;0,206927155465771
"2798";"cg08387270";"VPS28";"VPS28_8_RI";2;0,0403393986555747;0,179252053477135;NA;NA;0,359645105214887;2,16751631481116e-06;1,34286661476443e-05;0,0254049053463676;0,318202516807475;0,0127024526731838
"2799";"cg08397273";"ZNF544";"ZNF544_22_C";2;0,00457127835999143;0,0391919894687501;NA;NA;0,569450833373772;8,81362404527962e-11;1,08674443176107e-09;0,948601671261795;0,0179617907015979;0,474300835630898
"2800";"cg08397747";"TRMT61B";"TRMT61B_3_A5";2;0,554972646999008;0,776110240292387;NA;NA;0,520084076367284;1,70662322980873e-10;2,01408815158523e-09;0,106558875211367;-0,261231476591803;0,946720562394317
"2801";"cg08401365";"IRAK1";"IRAK1_8_C";2;0,359105956927305;0,626985230092403;NA;NA;0,986745305937813;1,55430397328676e-21;7,51751779539987e-20;0,00241687195506246;0,437242424210651;0,00120843597753123
"2802";"cg08417382";"IKBKG";"IKBKG_22_C";2;0,82469466976688;0,929016473929069;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0311789923785367;0,3081850438353;0,0155894961892683
"2803";"cg08417382";"IKBKG";"IKBKG_27_C";2;0,000644887284955096;0,00851894155125727;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0311789923785367;0,3081850438353;0,0155894961892683
"2804";"cg08417382";"IKBKG";"IKBKG_25_C";2;0,309191275071502;0,582950850405847;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0311789923785367;0,3081850438353;0,0155894961892683
"2805";"cg08418872";"TNFRSF1A";"TNFRSF1A_21_C";2;1,20060223117903e-16;2,99979043190304e-14;NA;NA;0,459350544854977;1,48004573429691e-05;7,77637218174536e-05;0,00641271234672166;0,402055910550212;0,00320635617336083
"2806";"cg08418872";"TNFRSF1A";"TNFRSF1A_29_C";2;0,22006826944359;0,48467549556999;NA;NA;0,459350544854977;1,48004573429691e-05;7,77637218174536e-05;0,00641271234672166;0,402055910550212;0,00320635617336083
"2807";"cg08418872";"TNFRSF1A";"TNFRSF1A_20_RI";2;8,78767048155154e-11;6,05103766623372e-09;NA;NA;0,459350544854977;1,48004573429691e-05;7,77637218174536e-05;0,00641271234672166;0,402055910550212;0,00320635617336083
"2808";"cg08421983";"PSMD2";"PSMD2_16_RI";2;0,925946750687124;0,971377679313687;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2809";"cg08421983";"PSMD2";"PSMD2_22_AL";2;0,796513281834787;0,914512777434411;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2810";"cg08421983";"AP2M1";"AP2M1_17_RI";2;0,373169131840197;0,642647510425861;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0808125893811887;-0,355884743202435;0,959593705309406
"2811";"cg08421983";"PSMD2";"PSMD2_30_AF";2;0,672714253749364;0,851029817855968;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2812";"cg08421983";"PSMD2";"PSMD2_45_C";2;0,45067491625825;0,700986532950029;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2813";"cg08421983";"PSMD2";"PSMD2_34_RI";2;0,761983280212981;0,895998895450116;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2814";"cg08421983";"PSMD2";"PSMD2_50_C";2;0,499057997533695;0,735219115919191;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2815";"cg08421983";"AP2M1";"AP2M1_21_AL";2;0,00898478962870107;0,0647215694423319;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0808125893811887;-0,355884743202435;0,959593705309406
"2816";"cg08421983";"PSMD2";"PSMD2_14_C";2;0,559631981673898;0,778192673797715;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2817";"cg08421983";"PSMD2";"PSMD2_25_RI";2;0,532441732770123;0,7599482541333;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2818";"cg08421983";"AP2M1";"AP2M1_38_C";2;0,257824939259944;0,528894931697914;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0808125893811887;-0,355884743202435;0,959593705309406
"2819";"cg08421983";"AP2M1";"AP2M1_35_C";2;0,320903176420269;0,593316456244642;NA;NA;1,2019598805746;3,3212119997744e-30;4,89325234633428e-28;0,0808125893811887;-0,355884743202435;0,959593705309406
"2820";"cg08421983";"PSMD2";"PSMD2_49_AF";2;0,721271779866052;0,875613317567711;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2821";"cg08421983";"PSMD2";"PSMD2_29_C";2;0,532211973574737;0,759744320749441;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2822";"cg08421983";"PSMD2";"PSMD2_51_RI";2;0,372755742331812;0,642232031021859;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,0808125893811887;-0,355884743202435;0,959593705309406
"2823";"cg08421983";"ABCF3";"ABCF3_25_C";2;0,849158968791056;0,940105732634231;NA;NA;0,901427063978393;8,7478267359521e-22;4,36339291737103e-20;0,0808125893811887;-0,355884743202435;0,959593705309406
"2824";"cg08422514";"IKBKG";"IKBKG_27_C";2;0,0022770952497383;0,0233448979589231;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0154923658683014;0,357358784651129;0,0077461829341507
"2825";"cg08422514";"IKBKG";"IKBKG_22_C";2;0,0635863806841142;0,23768834680255;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0154923658683014;0,357358784651129;0,0077461829341507
"2826";"cg08422514";"IKBKG";"IKBKG_25_C";2;0,834907176978322;0,933426650815063;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0154923658683014;0,357358784651129;0,0077461829341507
"2827";"cg08441546";"METTL9";"METTL9_6_C";2;0,520783188445811;0,751030505105313;NA;NA;0,0837817479464483;0,322971055626322;0,472544260332865;0,277645237969062;0,160225311067566;0,138822618984531
"2828";"cg08441546";"METTL9";"METTL9_16_C";2;0,145099954536815;0,389282485908301;NA;NA;0,0837817479464483;0,322971055626322;0,472544260332865;0,277645237969062;0,160225311067566;0,138822618984531
"2829";"cg08447589";"GM2A";"GM2A_1_AF";2;0,219143832971261;0,483820454262479;NA;NA;0,798240445619195;3,42855406933126e-10;3,88569461190876e-09;0,0188432211929059;0,912267061737609;0,00942161059645294
"2830";"cg08457610";"MTMR1";"MTMR1_24_AL";2;0,711164549874774;0,869623213559983;NA;NA;0,305540244697397;0,0101268316650265;0,0279511447488042;0,00340642910211043;0,414172542386226;0,00170321455105521
"2831";"cg08462360";"KDM4A";"KDM4A_7_AF";2;0,843034880086588;0,937360461075297;NA;NA;0,563211484187825;2,55345200908128e-07;1,85754124168558e-06;0,932231545758875;-0,0115959569083843;0,533884227120562
"2832";"cg08464003";"CYSTM1";"CYSTM1_3_CE";2;0,379866330377557;0,647676166728746;NA;NA;-0,256587399532982;0,0968657893974193;0,19057185130028;0,295558070430793;0,184256982216192;0,147779035215396
"2833";"cg08469215";"GLMP";"GLMP_18_C";2;0,0472484578810828;0,197602947953165;NA;NA;0,898150847287997;3,10858868527435e-22;1,64831417905519e-20;0,119827541538272;-0,287878941168309;0,940086229230864
"2834";"cg08474901";"OPTN";"OPTN_20_C";2;0,167488674949034;0,420277270873955;NA;NA;0,345562542333674;0,00186705216542126;0,00623696567688637;0,473395798528054;-0,099215374250422;0,763302100735973
"2835";"cg08474901";"OPTN";"OPTN_21_C";2;0,21182874996956;0,473165368705952;NA;NA;0,345562542333674;0,00186705216542126;0,00623696567688637;0,473395798528054;-0,099215374250422;0,763302100735973
"2836";"cg08480609";"AGRN";"AGRN_12_CE";2;0,382362287905819;0,649733379141248;NA;NA;2,10028746833513;1,91440050718794e-43;1,33246676220987e-40;0,158422107283365;-0,234911854336804;0,920788946358318
"2837";"cg08482307";"ANKH";"ANKH_2_AF";2;0,00733789470238398;0,0558971160037873;NA;NA;0,632124191847679;6,5896629858647e-05;0,000304324628162028;0,637441605957539;-0,0878278895212149;0,68127919702123
"2838";"cg08493051";"TRAPPC12";"TRAPPC12_19_AL";2;1,98578652908495e-13;3,15740058124506e-11;NA;NA;0,161059166373501;0,0380966940426305;0,0877077493476252;0,13174237933432;0,214456156385589;0,0658711896671599
"2839";"cg08496601";"EBP";"EBP_4_A3";2;0,719146226042452;0,874799519646855;NA;NA;0,550746889628457;1,12385478142316e-07;8,64725570956776e-07;0,0176569408906688;0,344623711484737;0,00882847044533441
"2840";"cg08497367";"C11orf74";"C11orf74_22_C";2;0,489528324896104;0,728792169086897;NA;NA;0,071784586797879;0,497793754448008;0,628249333198097;0,187008482621939;0,184104881545781;0,0935042413109694
"2841";"cg08497367";"C11orf74";"C11orf74_24_C";2;0,579359282513767;0,793499910036474;NA;NA;0,071784586797879;0,497793754448008;0,628249333198097;0,187008482621939;0,184104881545781;0,0935042413109694
"2842";"cg08503994";"CDIP1";"CDIP1_12_C";2;0,43463136587516;0,689059335492798;NA;NA;-0,0370220707076718;0,758308170605731;0,827729934105389;0,381745885206035;-0,121275543057529;0,809127057396982
"2843";"cg08503994";"CDIP1";"CDIP1_7_C";2;0,524751305528372;0,753274813993042;NA;NA;-0,0370220707076718;0,758308170605731;0,827729934105389;0,381745885206035;-0,121275543057529;0,809127057396982
"2844";"cg08505076";"ACADVL";"ACADVL_12_RI";2;0,983584072472386;0,994772596366885;NA;NA;-0,307330131029316;0,00364183598548028;0,0113293422515086;0,161736044201308;-0,23908758584417;0,919131977899346
"2845";"cg08521046";"PTCD3";"PTCD3_19_C";2;0,499102185054416;0,735219115919191;NA;NA;0,395197867218719;0,000432135963105068;0,00167999236709452;0,637578493347363;-0,0649949401101517;0,681210753326318
"2846";"cg08521046";"PTCD3";"PTCD3_20_C";2;0,213827126654352;0,476718568496498;NA;NA;0,395197867218719;0,000432135963105068;0,00167999236709452;0,637578493347363;-0,0649949401101517;0,681210753326318
"2847";"cg08526412";"TMEM59";"TMEM59_15_C";2;0,242193675750987;0,511343238638915;NA;NA;-0,128426859442531;0,0776415462692157;0,159151897118787;0,650973188044279;-0,0641404843582888;0,674513405977861
"2848";"cg08527161";"ST3GAL4";"ST3GAL4_10_AL";2;0,000544617387675296;0,00740696587126044;NA;NA;-0,523246273114283;0,000290325124395033;0,00117311808238468;0,67534032123632;-0,0578608868107865;0,66232983938184
"2849";"cg08532998";"DAZAP1";"DAZAP1_8_C";2;0,159119197410444;0,408131063912287;NA;NA;0,718574045755268;1,73160536995682e-25;1,41696799422115e-23;0,437934996233956;-0,107678667974415;0,781032501883022
"2850";"cg08538682";"GFM1";"GFM1_15_AF";2;0,566325484476307;0,783649151621223;NA;NA;0,751615647284873;3,78898293044437e-13;6,35034797592384e-12;0,345063710415947;-0,134049191879948;0,827468144792026
"2851";"cg08551036";"ACSF3";"ACSF3_9_C";2;0,353812813727419;0,621828213493456;NA;NA;0,46255509145796;1,76367163233103e-07;1,31621114153529e-06;0,0184972172595082;-0,330919048228315;0,990751391370246
"2852";"cg08554114";"ERO1A";"ERO1A_9_C";2;0,987411692283464;0,995205206121055;NA;NA;0,470128189303662;0,00236126658847246;0,0076968367873371;0,855663583746815;0,0342646764749972;0,427831791873407
"2853";"cg08560117";"IKBKG";"IKBKG_25_C";2;0,710215480026909;0,868891210525366;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0223670015757641;0,334235454345653;0,011183500787882
"2854";"cg08560117";"IKBKG";"IKBKG_22_C";2;0,107216670282709;0,324882114214238;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0223670015757641;0,334235454345653;0,011183500787882
"2855";"cg08560117";"IKBKG";"IKBKG_27_C";2;0,00310144673431873;0,0293212450720187;NA;NA;0,888723618034854;2,28578786200075e-22;1,23804649548831e-20;0,0223670015757641;0,334235454345653;0,011183500787882
"2856";"cg08585669";"PGAP3";"PGAP3_11_C";2;0,308360559764013;0,58261217937003;NA;NA;-0,201401153649613;0,0703587248420144;0,14675193662453;0,698420743502206;0,0645822936229356;0,349210371751103
"2857";"cg08587397";"RAB40C";"RAB40C_5_AF";2;0,189567465064967;0,448530162876931;NA;NA;0,536108078859078;3,02165871596439e-08;2,56193673881976e-07;0,552604798442048;0,0850861212915526;0,276302399221024
"2858";"cg08591265";"SRSF1";"SRSF1_15_AL";2;0,0875506023024656;0,288590281618945;NA;NA;0,650258278129364;6,51950511114317e-13;1,06152759478398e-11;0,316651349557229;-0,137466728054822;0,841674325221386
"2859";"cg08591265";"SRSF1";"SRSF1_12_C";2;0,812557936533759;0,923089815313933;NA;NA;0,650258278129364;6,51950511114317e-13;1,06152759478398e-11;0,316651349557229;-0,137466728054822;0,841674325221386
"2860";"cg08592305";"HOOK2";"HOOK2_43_C";2;0,060792262067947;0,231343921577109;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2861";"cg08592305";"HOOK2";"HOOK2_5_AL";2;0,0889548084746177;0,291361572811127;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2862";"cg08592305";"HOOK2";"HOOK2_6_C";2;0,0739939698438896;0,261777379127783;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2863";"cg08592305";"HOOK2";"HOOK2_10_RI";2;0,0792990206252154;0,273127189983265;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2864";"cg08592305";"HOOK2";"HOOK2_11_C";2;0,0517488375417706;0,209408150577939;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2865";"cg08592305";"PRDX2";"PRDX2_6_C";2;0,0183970144558465;0,106262202791123;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,005264869079195;0,385602411643016;0,0026324345395975
"2866";"cg08592305";"HOOK2";"HOOK2_18_AL";2;0,0519604201940281;0,209978685118658;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2867";"cg08592305";"RNASEH2A";"RNASEH2A_6_RI";2;0,0187378247318876;0,107309939279867;NA;NA;1,54440491679298;2,43535340378705e-35;6,49649295211106e-33;0,005264869079195;0,385602411643016;0,0026324345395975
"2868";"cg08592305";"HOOK2";"HOOK2_53_C";2;0,0548507181634875;0,217635903057939;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,005264869079195;0,385602411643016;0,0026324345395975
"2869";"cg08592305";"PRDX2";"PRDX2_1_AL";2;0,000547488964875395;0,00743445807117287;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,005264869079195;0,385602411643016;0,0026324345395975
"2870";"cg08592305";"PRDX2";"PRDX2_3_C";2;0,0118236742124878;0,0777428804422603;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,005264869079195;0,385602411643016;0,0026324345395975
"2871";"cg08592305";"PRDX2";"PRDX2_11_C";2;0,427893105185946;0,684527662374068;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,005264869079195;0,385602411643016;0,0026324345395975
"2872";"cg08597056";"DDX19A";"DDX19A_7_CE";2;0,0136282300098131;0,0855023306576012;NA;NA;0,476176773735153;2,30838589729422e-08;1,99888459351858e-07;0,589634672283085;-0,109858406079917;0,705182663858457
"2873";"cg08599448";"ACP5";"ACP5_24_C";2;0,159452489573546;0,408559045215546;NA;NA;1,58307580687433;2,71469000559333e-27;2,8391250189758e-25;0,273213227487703;0,190328995158281;0,136606613743851
"2874";"cg08604523";"MDK";"MDK_26_C";2;0,0296538585576408;0,146015198810005;NA;NA;1,24525485196223;1,68508276148024e-08;1,48804508819143e-07;0,475848796945152;-0,0979247778264917;0,762075601527424
"2875";"cg08604523";"MDK";"MDK_9_C";2;0,542487800694541;0,767711459114881;NA;NA;1,24525485196223;1,68508276148024e-08;1,48804508819143e-07;0,475848796945152;-0,0979247778264917;0,762075601527424
"2876";"cg08605855";"TMEM243";"TMEM243_4_C";2;0,448692324652153;0,699565717895811;NA;NA;0,382383240521919;0,000255473939622504;0,00104554085378805;0,712549556480006;-0,0628818356334462;0,643725221759997
"2877";"cg08608952";"CDC42";"CDC42_3_AF";2;0,177840075048461;0,433810727001058;NA;NA;0,41764065209474;9,371304178299e-07;6,20156465219213e-06;0,965369697695774;-0,00594305315431734;0,517315151152113
"2878";"cg08614638";"C11orf68";"C11orf68_5_AF";2;0,000481534615686177;0,00668415907012003;NA;NA;0,598384478943177;3,24083743733409e-11;4,25603275168789e-10;0,927732392760922;0,0145967360282455;0,463866196380461
"2879";"cg08615333";"IFT43";"IFT43_16_C";2;0,0169679660492068;0,100470437041727;NA;NA;0,719010002527422;5,27921563455065e-17;1,44715990735437e-15;0,00301574852020923;0,416213750267114;0,00150787426010462
"2880";"cg08634826";"NADSYN1";"NADSYN1_19_C";2;0,00199625907066443;0,0210582455644879;NA;NA;0,684413141448062;3,94800383093662e-07;2,78600890314108e-06;0,842587107328598;0,0361029953187268;0,421293553664299
"2881";"cg08634826";"NADSYN1";"NADSYN1_39_RI";2;0,00256671080811987;0,0255066886556912;NA;NA;0,684413141448062;3,94800383093662e-07;2,78600890314108e-06;0,842587107328598;0,0361029953187268;0,421293553664299
"2882";"cg08638785";"RAB40C";"RAB40C_5_AF";2;0,970467772480137;0,987909044515753;NA;NA;0,536108078859078;3,02165871596439e-08;2,56193673881976e-07;0,133658552109964;-0,304939264476747;0,933170723945018
"2883";"cg08642814";"CEP104";"CEP104_2_AL";2;4,56199277286162e-13;6,23353543729295e-11;NA;NA;0,760315196038649;2,6377672687982e-15;5,82733889802285e-14;0,299291696951636;-0,193458377600561;0,850354151524182
"2884";"cg08648882";"ENSA";"ENSA_23_C";2;0,041143758317585;0,181078090834062;NA;NA;0,00884588308762583;0,909417699686518;0,941171393187903;0,234917308960367;0,163512830753862;0,117458654480183
"2885";"cg08660395";"RXRB";"RXRB_7_AF";2;0,0433236082160641;0,186724964933209;NA;NA;0,296000202883251;0,000588772372187082;0,00221954318778662;0,513777750681096;0,0893501262745602;0,256888875340548
"2886";"cg08660395";"SLC39A7";"SLC39A7_6_AF";2;0,812423859943589;0,923089815313933;NA;NA;0,818336860475008;6,09044330689012e-18;1,90397885392578e-16;0,513777750681096;0,0893501262745602;0,256888875340548
"2887";"cg08663425";"BIN1";"BIN1_6_AF";2;0,498246462027324;0,735219115919191;"Proliferation";"Karni R, de Stanchina E, Lowe SW, Sinha R, Mu D, Krainer AR. The gene encoding the splicing factor SF2/ASF is a proto-oncogene. Nat Struct Mol Biol. 2007 Mar;14(3):185-93.";-0,307160026308194;0,124618160615393;0,233185874908208;0,238608267695173;-0,209719212162767;0,880695866152414
"2888";"cg08663425";"BIN1";"BIN1_8_C";2;0,0443407633074743;0,189771451994598;"Proliferation";"Karni R, de Stanchina E, Lowe SW, Sinha R, Mu D, Krainer AR. The gene encoding the splicing factor SF2/ASF is a proto-oncogene. Nat Struct Mol Biol. 2007 Mar;14(3):185-93.";-0,307160026308194;0,124618160615393;0,233185874908208;0,238608267695173;-0,209719212162767;0,880695866152414
"2889";"cg08663425";"BIN1";"BIN1_7_CE";2;0,694932041599942;0,860424848335197;"Proliferation";"Karni R, de Stanchina E, Lowe SW, Sinha R, Mu D, Krainer AR. The gene encoding the splicing factor SF2/ASF is a proto-oncogene. Nat Struct Mol Biol. 2007 Mar;14(3):185-93.";-0,307160026308194;0,124618160615393;0,233185874908208;0,238608267695173;-0,209719212162767;0,880695866152414
"2890";"cg08663425";"BIN1";"BIN1_4_C";2;0,0468426230188098;0,196610260853336;"Proliferation";"Karni R, de Stanchina E, Lowe SW, Sinha R, Mu D, Krainer AR. The gene encoding the splicing factor SF2/ASF is a proto-oncogene. Nat Struct Mol Biol. 2007 Mar;14(3):185-93.";-0,307160026308194;0,124618160615393;0,233185874908208;0,238608267695173;-0,209719212162767;0,880695866152414
"2891";"cg08663425";"BIN1";"BIN1_5_C";2;0,303597813213767;0,578434840529855;"Proliferation";"Karni R, de Stanchina E, Lowe SW, Sinha R, Mu D, Krainer AR. The gene encoding the splicing factor SF2/ASF is a proto-oncogene. Nat Struct Mol Biol. 2007 Mar;14(3):185-93.";-0,307160026308194;0,124618160615393;0,233185874908208;0,238608267695173;-0,209719212162767;0,880695866152414
"2892";"cg08670517";"UBQLN1";"UBQLN1_9_C";2;0,738469598917127;0,884161643281801;NA;NA;0,617459311734957;2,81702353480831e-07;2,0355852401764e-06;0,462796731331603;0,131299404488464;0,231398365665802
"2893";"cg08677655";"RILP";"RILP_4_CE";2;0,186018217533202;0,443734127749004;NA;NA;-0,241295352085792;0,00650052848918235;0,0189739227867516;0,544148463550951;-0,0963840793948693;0,727925768224525
"2894";"cg08680083";"AP2A1";"AP2A1_23_RI";2;0,112323876056423;0,334219903407084;NA;NA;0,596909915697714;7,55030459836757e-13;1,2188780182606e-11;0,294682806430858;0,220444324391297;0,147341403215429
"2895";"cg08680083";"AP2A1";"AP2A1_10_RI";2;0,291449590568089;0,566615904373995;NA;NA;0,596909915697714;7,55030459836757e-13;1,2188780182606e-11;0,294682806430858;0,220444324391297;0,147341403215429
"2896";"cg08680693";"DHRS7B";"DHRS7B_17_C";2;0,552085291085545;0,775082014856813;NA;NA;0,0285262397554641;0,732300839324616;0,806601588202637;0,245049220956506;0,192603761762957;0,122524610478253
"2897";"cg08680693";"DHRS7B";"DHRS7B_13_C";2;0,196320316221861;0,455103044607049;NA;NA;0,0285262397554641;0,732300839324616;0,806601588202637;0,245049220956506;0,192603761762957;0,122524610478253
"2898";"cg08680693";"DHRS7B";"DHRS7B_14_C";2;0,105181528499715;0,321261800162227;NA;NA;0,0285262397554641;0,732300839324616;0,806601588202637;0,245049220956506;0,192603761762957;0,122524610478253
"2899";"cg08685517";"GTF2F1";"GTF2F1_15_CE";2;0,38815782418512;0,653263253548032;NA;NA;0,349301876714994;3,27198741014575e-06;1,95743850655963e-05;0,0398331743707766;-0,331589585618483;0,980083412814612
"2900";"cg08694544";"PRDX2";"PRDX2_11_C";2;0,752136286060295;0,890750307857795;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,575980596643195;-0,0996187950607891;0,712009701678402
"2901";"cg08694544";"HOOK2";"HOOK2_43_C";2;0,171232909389512;0,425648605062899;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2902";"cg08694544";"HOOK2";"HOOK2_11_C";2;0,19776425707645;0,455797664858642;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2903";"cg08694544";"PRDX2";"PRDX2_3_C";2;0,924742228314147;0,970791346900225;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,575980596643195;-0,0996187950607891;0,712009701678402
"2904";"cg08694544";"PRDX2";"PRDX2_6_C";2;0,296949620154196;0,571028296591539;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,575980596643195;-0,0996187950607891;0,712009701678402
"2905";"cg08694544";"HOOK2";"HOOK2_5_AL";2;0,189763647544131;0,448677540167629;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2906";"cg08694544";"RNASEH2A";"RNASEH2A_6_RI";2;0,393363120845855;0,658393285086758;NA;NA;1,54440491679298;2,43535340378705e-35;6,49649295211106e-33;0,575980596643195;-0,0996187950607891;0,712009701678402
"2907";"cg08694544";"HOOK2";"HOOK2_10_RI";2;0,251130507790412;0,521523697607968;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2908";"cg08694544";"HOOK2";"HOOK2_6_C";2;0,298449073767619;0,572539603642647;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2909";"cg08694544";"HOOK2";"HOOK2_53_C";2;0,145441307494939;0,389581156316435;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2910";"cg08694544";"HOOK2";"HOOK2_18_AL";2;0,138589839657255;0,378267212173126;NA;NA;0,152566851538135;0,168939192536371;0,295577690402987;0,575980596643195;-0,0996187950607891;0,712009701678402
"2911";"cg08694544";"PRDX2";"PRDX2_1_AL";2;0,107396422035216;0,325088857977835;NA;NA;-0,522024607018098;0,000359581140934335;0,00142258437267331;0,575980596643195;-0,0996187950607891;0,712009701678402
"2912";"cg08695508";"PEPD";"PEPD_19_AF";2;2,1506307189066e-05;0,00045538173454814;NA;NA;0,240807533581531;0,010991505512617;0,030037892626185;0,87434232342876;0,028362252907634;0,43717116171438
"2913";"cg08695855";"COL1A2";"COL1A2_2_MX";2;0,458584040480657;0,705832697901983;NA;NA;3,06575012707341;3,24872976562085e-24;2,24314232870473e-22;0,201482621265243;-0,177047750182404;0,899258689367378
"2914";"cg08697297";"TXNDC9";"TXNDC9_4_C";2;0,371365840037507;0,640774911775368;NA;NA;0,729871766015354;9,75983879341354e-19;3,38486413686348e-17;0,162281351085146;0,200343359048494;0,0811406755425729
"2915";"cg08702160";"PSMD2";"PSMD2_51_RI";2;0,0181614955568689;0,105233366278261;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,252926603013435;-0,217796476206625;0,873536698493282
"2916";"cg08702160";"PSMD2";"PSMD2_45_C";2;0,648528362715961;0,839368356839898;NA;NA;1,28466112687272;6,98742628671839e-28;7,69302929756264e-26;0,252926603013435;-0,217796476206625;0,873536698493282
